OPERADOR,ID OPERADOR,ID SERVICIO ORBYTA,CLIENTE/USO,DIRECCION,"CAPACIDAD(mbps)",ORDEN DE COMPRA,ESTA VIGENTE,MONEDA,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,FACTURA,NETO
TELEFONICA,LLAORB11735,13-0012-108,Orbyta Nodo Ioffice,ALMIRANTE PASTENE 185,100,429,SI,UF,,,47307888,3.54,47308416,3.54,47309021,3.54,47309522,3.54,47310076,3.54,47899329,3.54,47899878,3.54,47900396,3.54,47900883,3.54,47901540,3.54,48840514,3.54,48841055,3.54,48841502,3.54,48842039,3.54,48842551,3.54,48843043,3.54,49557350,3.54,49557902,3.54,49558368,3.54,49558846,3.54,49559401,3.54,50402727,3.54,50403025,3.54,50403541,3.54,50404138,3.19,50991723,3.19,51148041,3.19,51290618,3.19,51291218,3.19,,
TELEFONICA,LLAORB14108,16-0067-018,Comercial Nova Pet Chile Ltda,SIERRA BELLA 1753,10,1219,NO,UF,,,47307911,3.23,47308484,3.23,47309054,3.23,47309595,3.23,47310141,3.23,47899374,3.23,47899920,3.23,47900439,3.23,47900950,3.23,47901607,3.23,48840560,3.23,48841097,3.23,48841542,3.23,48842080,3.23,48842590,3.23,48843105,3.23,49557409,3.23,49557946,3.23,49558434,3.23,49558926,3.23,49559481,3.23,49559977,3.23,50403061,3.23,50403576,3.23,50404177,3.12,,,,,,,,,,
TELEFONICA,LLAORB14197,13-0012-099,Orbyta Nodo Kennedy Plaza,AV. KENNEDY 5488,100,1121/1292,NO,UF,,,47307911,5.54,47308484,5.54,47309054,5.54,47309595,5.54,47310141,5.54,47899374,5.54,47899920,5.54,47900439,5.54,47900950,5.54,47901607,5.54,48840560,5.54,48841097,5.54,48841542,5.54,48842080,5.54,48842590,5.54,48843105,5.54,49557409,5.54,49557946,5.54,49558434,5.54,49558926,5.54,49559481,5.54,49559977,5.54,50403061,5.54,50403576,5.54,50404177,5.36,,,,,,,,,,
TELEFONICA,LLAORB14250,12-0019-068,FUENZALIDA PROPIEDADES SANTIAGO,LOS PAJARITOS 4493,10,1314,NO,UF,,,47307911,4.08,47308484,4.08,47309054,4.08,47309595,4.08,47310141,4.08,47899374,4.08,47899920,4.08,47900439,4.08,47900950,4.08,47901607,4.08,48840560,-0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB12137,13-0006-007,CONSTRUCTORA EXCON S.A,AV. DEL CONDOR 550,100,833,SI,UF,,,47307888,6.16,47308416,6.16,47309021,6.16,47309522,6.16,47310076,6.16,47899329,6.16,47899878,6.16,47900396,6.16,47900883,6.16,47901540,6.16,48840514,6.16,48841055,6.16,48841502,6.16,48842039,6.16,48842551,6.16,48843043,6.16,49557350,6.16,49557902,6.16,49558368,6.16,49558846,6.16,49559401,6.16,50402727,6.16,50403025,6.16,50403541,6.16,50404138,5.54,50991723,5.54,51148041,5.54,51290618,5.54,51291218,5.54,,
TELEFONICA,LLAORB14269,19-0340-015,Servicios Médicos Medicien S.A,Américo Vespucio Norte 100,100,1322/2073,NO,UF,,,47307888,5.5,47308416,5.5,47309021,5.5,47309522,5.5,47310076,5.5,47899329,5.5,47899878,5.5,47900396,5.5,47900883,5.5,47901540,5.5,48840514,5.5,48841055,5.5,48841502,5.5,48842039,5.5,48842551,5.5,48843043,5.5,49557350,5.5,49557902,5.5,49558368,5.5,49558846,5.5,49559401,5.5,50402727,5.5,50403025,5.5,50403541,5.5,50404138,5.32,,,,,,,,,,
TELEFONICA,LLAORB14270,19-0340-066,Servicios Médicos Medicien S.A,ROMAN DIAZ 205,40,1322,NO,UF,,,47307911,4.34,47308484,4.34,47309054,4.34,47309595,0,47310141,4.34,47899374,4.34,47899920,4.34,47900439,4.34,47900950,4.34,47901607,4.34,48840560,4.34,48841097,4.34,48841542,4.34,48842080,4.34,48842590,4.34,48843105,4.34,49557409,4.34,49557946,4.34,49558434,4.34,49558926,4.34,49559481,4.34,49559977,4.34,50403061,4.34,50403576,4.34,50404177,4.2,,,,,,,,,,
TELEFONICA,LLAORB14457,15-0115-029,COWORK LABS SPA,PEREZ VALENZUELA 1635 P10,,1359,NO,UF,,,47307911,4.14,47308484,4.14,47309054,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB12537,13-0012-128,Orbyta Nodo Las Condes Capital,CERRO EL PLOMO 5931,100,1153,SI,UF,,,47307888,4.62,47308416,4.62,47309021,4.62,47309522,4.62,47310076,4.62,47899329,4.62,47899878,4.62,47900396,4.62,47900883,4.62,47901540,4.62,48840514,4.62,48841055,4.62,48841502,4.62,48842039,4.62,48842551,4.62,48843043,4.62,49557350,4.62,49557902,4.62,49558368,4.62,49558846,4.62,49559401,4.62,50402727,4.62,50403025,4.62,50403541,4.62,50404138,4.16,50991723,4.16,51148041,4.16,51290618,4.16,51291218,4.16,,
TELEFONICA,LLAORB13177,15-0067-004,ASOCIACIÓN DE EXPORTADORES DE FRUTAS DE CHILE,CALLE CRUZ DEL SUR 133,100,878,SI,UF,,,47307888,5.57,47308416,5.57,47309021,5.57,47309522,5.57,47310076,5.57,47899329,5.57,47899878,5.57,47900396,5.57,47900883,5.57,47901540,5.57,48840514,5.57,48841055,5.57,48841502,5.57,48842039,5.57,48842551,5.57,48843043,5.57,49557350,5.57,49557902,5.57,49558368,5.57,49558846,5.57,49559401,5.57,50402727,5.57,50403025,5.57,50403541,5.57,50404138,5.01,50991723,5.01,51148041,5.01,51290618,5.01,51291218,5.01,,
TELEFONICA,LLAORB13336,15-0085-026,Laboratorio LVN SPA,Avenida Gabriela Poniente 1700,10,2408,SI,UF,,,47307888,3.1,47308416,3.1,47309021,3.1,47309522,0,47310076,0,47899329,3.1,47899878,3.1,47900396,3.1,47900883,3.1,47901540,3.1,48840514,3.1,48841055,3.1,48841502,3.1,48842039,3.1,48842551,3.1,48843043,3.1,49557350,3.1,49557902,3.1,49558368,3.1,49558846,3.1,49559401,3.1,50402727,3.1,50403025,3.1,50403541,3.1,50404138,3.1,50991723,3.1,51148041,3.1,51290618,3.1,51291218,3.1,,
TELEFONICA,LLAORB14635,12-0019-077,FUENZALIDA PROPIEDADES SANTIAGO S.A.,PROVIDENCIA 2348 P5,4,1902,NO,UF,,,47307888,4.22,47308416,4.22,47309021,4.22,47309522,0,47310076,4.22,47899329,4.08,47899878,4.22,47900396,4.22,47900883,4.22,47901540,4.22,48840514,4.22,48841055,4.22,48841502,4.22,48842039,4.22,48842551,4.22,48843043,4.22,49557350,4.22,49557902,4.22,49558368,4.22,49558846,4.22,49559401,4.22,50402727,4.22,50403025,4.22,50403541,4.22,50404138,4.08,,,,,,,,,,
TELEFONICA,LLAORB14480,18-0507-014,ADMINISTRADORA COLEGIOS PEDRO DE VALDIVIA SPA,PEDRO DE VALDIVIA 1939,100,1365,En baja,UF,,,47307911,4.93,47308484,4.93,47309054,4.93,47309595,4.93,47310141,4.93,47899374,4.93,47899920,4.93,47900439,4.93,47900950,4.93,47901607,4.93,48840560,4.93,48841097,4.93,48841542,4.93,48842080,4.93,48842590,4.93,48843105,4.93,49557409,4.93,49557946,4.93,49558434,4.93,49558926,4.93,49559481,4.93,49559977,4.93,50403061,4.93,50403576,4.93,50404177,4.44,50991742,4.44,51290707,4.44,51290501,4.29,,,,
TELEFONICA,LLAORB14949,15-0115-041,COWORK LABS SPA,SAN SEBASTIAN 2909,100,1917,NO,UF,,,47307911,4.43,47308484,4.43,47309054,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB15088,13-0012-141,Orbyta Nodo Las Condes 7,PDTE RIESCO 5537,100,1520,NO,UF,,,47307911,5.7,47308484,5.7,47309054,5.7,47309595,5.7,47310141,5.7,47899374,5.7,47899920,5.7,47900439,5.7,47900950,5.7,47901607,5.7,48840560,5.7,48841097,5.7,48841542,5.7,48842080,5.7,48842590,5.7,48843105,5.7,49557409,5.7,49557946,5.7,49558434,5.7,49558926,5.7,49559481,5.7,49559977,5.7,50403061,5.7,50403576,5.7,50404177,2.09,,,,,,,,,,
TELEFONICA,LLAORB15089,13-0012-142,Orbyta Nodo Los Abedules,LOS ABEDULES 3085 OFICINA 201,100,1519,NO,UF,,,47307911,5.67,47308484,5.67,47309054,5.67,47309595,5.67,47310141,5.67,47899374,5.67,47899920,5.67,47900439,5.67,47900950,5.67,47901607,5.67,48840560,5.67,48841097,5.67,48841542,5.67,48842080,5.67,48842590,5.67,48843105,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB15189,14-0001-017,BCR TECNOLOGIA E INNOVACION S.A.,AV TABANCURA 1515,,1557,NO,UF,,,47307911,5,47308484,5,47309054,5,47309595,5,47310141,5,47899374,-10.65,47899920,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB13646,16-0012-016,Asesorías y Cobranzas RV,DON CARLOS 2939,10,1117,SI,UF,,,47307888,3.52,47308416,3.52,47309021,3.52,47309522,0,47310076,3.52,47899329,3.52,47899878,3.52,47900396,3.52,47900883,3.52,47901540,3.52,48840514,3.52,48841055,3.52,48841502,3.52,48842039,3.52,48842551,3.52,48843043,3.52,49557350,3.52,49557902,3.52,49558368,3.52,49558846,3.52,49559401,3.52,50402727,3.52,50403025,3.52,50403541,3.52,50404138,3.17,50991723,3.17,51148041,3.17,51290618,3.17,51291218,3.17,,
TELEFONICA,LLAORB15401,17-0030-023,Inmobiliaria TFT,MARCHANT PEREIRA 201,100,1621,NO,UF,,,47307911,5.67,47308484,5.67,47309054,5.67,47309595,3.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB13700,15-0085-035,Laboratorio LVN SPA,SPA Mapocho 5025,10,1136,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2.5,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
TELEFONICA,LLAORB14470,17-0297-002,COLEGIO PEDRO DE VALDIVIA PENALOLEN SPA,Avenida Quilin 5473,1000,1363/2310,SI,UF,,,47307888,24.63,47308416,24.63,47309021,24.63,47309522,24.63,47310076,24.63,47899329,24.63,47899878,24.63,47900396,24.63,47900883,24.63,47901540,24.63,48840514,24.63,48841055,24.63,48841502,24.63,48842039,24.63,48842551,24.63,48843043,24.63,49557350,24.63,49557902,24.63,49558368,24.63,49558846,24.63,49559401,24.63,50402727,24.63,50403025,24.63,50403541,24.63,50404138,24.63,50991723,24.3,51148041,24.63,51290618,24.63,51291218,24.63,,
TELEFONICA,LLAORB14948,13-0012-252,Orbyta Nodo Pamplona,Avenida Providencia 1208 P -1,200,1475/2336,SI,UF,,,47307888,5.4,47308416,5.4,47309021,5.4,47309522,5.4,47310076,5.4,47899329,5.4,47899878,5.4,47900396,5.4,47900883,5.4,47901540,5.4,48840514,5.4,48841055,5.4,48841502,5.4,48842039,5.4,48842551,5.4,48843043,5.4,49557350,5.4,49557902,5.4,49558368,5.4,49558846,5.4,49559401,5.4,50402727,5.4,50403025,5.4,50403541,5.4,50404138,5.4,50991723,5.4,51148041,5.4,51290618,5.4,51291218,5.4,,
TELEFONICA,LLAORB15268,15-0085-028,Laboratorio LVN SPA,Avenida Lo Ovalle 347,10,2410,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2.5,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
TELEFONICA,LLAORB15482,18-0141-019,Inmobiliaria Gracia SpA,CARLOS FERNANDEZ CONCHA 260,100,1646,SI,UF,,,47307911,5.67,47308484,5.67,47309054,5.67,47309595,3.67,47310141,0,47899374,5.67,47899920,5.67,47900439,5.67,47900950,5.67,47901607,5.67,48840560,5.67,48841097,5.67,48841542,5.67,48842080,5.67,48842590,5.67,48843105,5.67,49557409,5.67,49557946,5.67,49558434,5.67,49558926,5.67,49559481,5.67,49559977,5.67,50403061,5.67,50403576,5.67,50404177,5.1,50991742,5.1,51148041,5.1,51290501,5.1,51291218,5.1,,
TELEFONICA,LLAORB15652,18-0127-005,YOLITO BALART HERMANOS LIMITADA,CARRETERA GENERAL SAN MARTIN 6800,100,1691,NO,UF,,,47307911,8.17,47308484,8.17,47309054,8.17,47309595,8.17,47310141,8.17,47899374,8.17,47899920,8.17,47900439,8.17,47900950,8.17,47901607,-0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB15762,14-0078-020,BERCIA,VENTISQUERO 1225,100,1727,NO,UF,,,47307911,4.31,47308484,4.31,47309054,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB15799,12-0001-023,IMPORTADORA DILACO S.A.,ANIBAL ZANARTU 2849,100,1066,NO,UF,,,47307911,5.84,47308484,5.84,47309054,5.84,47309595,5.84,47310141,5.84,47899374,5.84,47899920,5.84,47900439,5.84,47900950,5.84,47901607,5.84,48840560,5.84,48841097,5.84,48841542,5.84,48842080,5.84,48842590,5.84,48843105,5.84,49557409,5.84,49557946,5.84,49558434,5.84,49558926,5.84,49559481,5.84,49559977,5.84,50403061,5.84,50403576,5.84,50404177,2.34,,,,,,,,,,
TELEFONICA,LLAORB15836,16-0078-032,PENTACROM S.A,MARATHON 3610,100,1743,NO,UF,,,47307911,6.2,47308484,6.2,47309054,6.2,47309595,6.2,47310141,6.2,47899374,6.2,47899920,6.2,47900439,6.2,47900950,6.2,47901607,6.2,48840560,6.2,48841097,6.2,48841542,6.2,48842080,6.2,48842590,6.2,48843105,6.2,49557409,6.2,49557946,6.2,49558434,6.2,49558926,6.2,49559481,6.2,49559977,6.2,50403061,6.2,50403576,6.2,50404177,5.99,,,,,,,,,,
TELEFONICA,LLAORB15647,18-0127-006,YOLITO BALART HERMANOS LIMITADA,CALLE ANTILLANCA 510,100,1697 / 3140,SI,UF,,,47307911,5.67,47308484,5.67,47309054,5.67,47309595,5.67,47310141,5.67,47899374,5.67,47899920,5.67,47900439,5.67,47900950,5.67,47901607,5.67,48840560,5.67,48841097,5.67,48841542,5.67,48842080,5.67,48842590,5.67,48843105,5.67,49557409,5.67,49557946,5.67,49558434,5.67,49558926,0.38,49559481,9.17,50402727,5.67,50403025,5.67,50403541,5.67,50404138,5.67,50991723,5.67,51148041,5.67,51290618,5.67,51291218,5.67,,
TELEFONICA,LLAORB15864,18-0323-004,EXXIS S.A,LOS CONQUISTADORES 2752,100,1748,NO,UF,,,47307888,5.39,47308416,5.39,47309021,5.39,47309522,5.39,47310076,5.39,47899329,5.39,47899878,5.39,47900396,5.39,47900883,5.39,47901540,5.39,48840514,5.39,48841055,5.39,48841502,5.39,48842039,5.39,48842551,5.39,48843043,5.39,49557350,5.39,49557902,5.39,49558368,5.39,49558846,5.39,49559401,5.39,50402727,5.39,50403025,5.39,50403541,5.39,50404138,5.21,,,,,,,,,,
TELEFONICA,LLAORB15928,15-0106-040,Bidfood Chile S.A,LO ECHEVERS 550,100,1761,NO,UF,,,47307888,5.39,47308416,5.39,47309021,5.39,47309522,5.39,47310076,5.39,47899329,5.39,47899878,5.39,47900396,5.39,47900883,5.39,47901540,5.39,48840514,5.39,48841055,5.39,48841502,5.39,48842039,5.39,48842551,5.39,48843043,5.39,49557350,5.39,49557902,5.39,49558368,5.39,49558846,5.39,49559401,5.39,50402727,5.39,50403025,5.39,50403541,-3.77,,,,,,,,,,,,
TELEFONICA,LLAORB16233,16-0078-030,PENTACROM S.A,CAMNINO A LOS CARROS 1955 Concepcion,10,1707/1848,NO,UF,,,47307888,5.83,47308416,5.83,47309021,5.83,47309522,5.83,47310076,5.83,47899329,5.83,47899878,5.83,47900396,5.83,47900883,5.83,47901540,5.83,48840514,5.83,48841055,5.83,48841502,5.83,48842039,5.83,48842551,5.83,48843043,5.83,49557350,5.83,49557902,5.83,49558368,5.83,49558846,5.83,49559401,5.83,50402727,5.83,50403025,5.83,50403541,5.83,50404138,5.63,,,,,,,,,,
TELEFONICA,LLAORB15855,15-0053-012,INVERSIONES Y SERVICIOS PROFESIONALES SCHUMILO FARIZO SPA,PRINCIPE DE GALES 7151 P2,10,1745,SI,UF,,,47307888,3.62,47308416,3.62,47309021,3.62,47309522,3.62,47310076,3.62,47899329,3.62,47899878,3.62,47900396,3.62,47900883,3.62,47901540,3.62,48840514,3.62,48841055,3.62,48841502,3.62,48842039,3.62,48842551,3.62,48843043,3.62,49557350,3.62,49557902,3.62,49558368,3.62,49558846,3.62,49559401,3.62,50402727,3.62,50403025,3.62,50403541,3.62,50404138,3.26,50991723,3.26,51148041,3.26,51290618,3.26,51291218,3.26,,
TELEFONICA,LLAORB16253,12-0019-075,FUENZALIDA PROPIEDADES SANTIAGO S.A.,AVENIDA ANDRES BELLO 2777 PISO 19,100,1851,NO,UF,,,47307888,5.39,47308416,5.39,47309021,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB16326,17-0296-005,H A M Carnicos Ltda,SAN BORJA 1045,10,1863,NO,UF,,,47307888,3.75,47308416,3.75,47309021,3.75,47309522,3.75,47310076,3.75,47899329,3.75,47899878,3.75,47900396,3.75,47900883,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB16492,13-0012-022,Orbyta Nodo Centro Kennedy,Av Presidente Kennedy 5770,100,1909,NO,UF,,,47307888,5.94,47308416,5.94,47309021,5.94,47309522,5.94,47310076,5.94,47899329,5.94,47899878,5.94,47900396,5.94,47900883,5.94,47901540,5.94,48840514,5.94,48841055,5.94,48841502,5.94,48842039,5.94,48842551,5.94,48843043,5.94,49557350,5.94,49557902,5.94,49558368,5.94,49558846,5.94,49559401,5.94,50402727,5.94,50403025,5.35,,,,,,,,,,,,,,
TELEFONICA,LLAORB16534,15-0115-071,COWORK LABS SPA,SAN SEBASTIAN 2909,100,1479,NO,UF,,,47307888,4.96,47308416,0.16,47309021,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB16234,15-0102-079,AGROCOMERCIAL CODIGUA SPA,AMéRICO VESPUCIO 0350,50,1849/2684,SI,UF,,,47307888,5.7,47308416,5.7,47309021,5.7,47309522,5.7,47310076,5.7,47899329,0.3,47899878,3,47900396,3,47900883,3,47901540,3,48840514,3,48841055,3,48841502,3,48842039,3,48842551,3,48843043,3,49557350,3,49557902,3,49558368,3,49558846,3,49559401,3,50402727,3,50403025,3,50403541,3,50404138,2.7,50991723,2.7,51148041,2.7,51290618,2.7,51291218,2.7,,
TELEFONICA,LLAORB16629,14-0087-010,Softcapture Ingenieria SPA,Fidel Oteiza 1953 Of 404,100,1947,NO,UF,,,47307888,5.85,47308416,5.85,47309021,5.85,47309522,5.85,47310076,5.85,47899329,-0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB16626,19-0206-002,COLEGIO PEDRO DE VALDIVIA LAS CONDES SpA,Av Las Condes 13349,400,1366/1942/2311,SI,UF,,,47307888,11.38,47308416,11.38,47309021,11.38,47309522,11.38,47310076,11.38,47899329,11.38,47899878,11.38,47900396,11.38,47900883,11.38,47901540,11.38,48840514,11.38,48841055,11.38,48841502,11.38,48842039,11.38,48842551,11.38,48843043,11.38,49557350,11.38,49557902,11.38,49558368,11.38,49558846,11.38,49559401,11.38,50402727,11.38,50403025,11.38,50403541,11.38,50404138,11.38,50991723,11.38,51148041,11.38,51290618,11.38,51291218,11.38,,
TELEFONICA,LLAORB16826,18-0480-002,CP DATA OPTIMUM CHILE S.A,Coronel Pereira 72 of 503,20,2019,NO,UF,,,47307888,3.74,47308416,3.74,47309021,3.74,47309522,3.74,47310076,3.74,47899329,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB16692,13-0012-172,Orbyta Nodo Machali,Pucará 20,200,1593/1974,SI,UF,,,47307888,16.02,47308416,16.02,47309021,16.02,47309522,16.02,47310076,16.02,47899329,16.02,47899878,16.02,47900396,16.02,47900883,16.02,47901540,16.02,48840514,16.02,48841055,16.02,48841502,16.02,48842039,16.02,48842551,16.02,48843043,16.02,49557350,16.02,49557902,16.02,49558368,16.02,49558846,16.02,49559401,16.02,50402727,16.02,50403025,16.02,50403541,16.02,50404138,14.42,50991723,14.42,51148041,14.42,51290618,14.42,51291218,14.42,,
TELEFONICA,LLAORB16846,13-0012-232,Orbyta Nodo Barros Errazuriz,Alfredo barros errázuriz 1900 piso 1,100,2021,NO,UF,,,47307888,5.84,47308416,5.84,47309021,5.84,47309522,5.84,47310076,5.84,47899329,5.84,47899878,5.84,47900396,5.84,47900883,5.84,47901540,5.84,48840514,5.84,48841055,5.84,48841502,5.84,48842039,5.84,48842551,5.84,48843043,5.84,49557350,5.84,49557902,5.84,49558368,5.84,49558846,5.84,49559401,5.84,50402727,5.84,50403025,5.84,50403541,5.09,,,,,,,,,,,,
TELEFONICA,LLAORB16896,17-0214-020,Televisión Nacional de Chile,Eliodoro Yañez 1783 P1,10,1946,NO,UF,,,47307888,2.99,47308416,2.99,47309021,2.99,47309522,2.99,47310076,2.99,47899329,2.99,47899878,2.99,47900396,2.99,47900883,2.99,47901540,2.99,48840514,2.99,48841055,2.99,48841502,2.99,48842039,2.99,48842551,2.99,48843043,2.99,49557350,2.99,49557902,2.99,49558368,2.99,49558846,2.99,49559401,2.99,50402727,2.99,50403025,2.99,50403541,2.99,50404138,2.89,,,,,,,,,,
TELEFONICA,LLAORB16845,18-0168-005,ByD Chile SpA,Claudio Arrau 7050,50,2022,SI,UF,,,47307888,4.19,47308416,4.19,47309021,4.19,47309522,0,47310076,4.19,47899329,4.19,47899878,4.19,47900396,4.19,47900883,4.19,47901540,4.19,48840514,4.19,48841055,4.19,48841502,4.19,48842039,4.19,48842551,4.19,48843043,4.19,49557350,4.19,49557902,4.19,49558368,4.19,49558846,4.19,49559401,4.19,50402727,4.19,50403025,4.19,50403541,4.19,50404138,3.77,50991723,3.77,51148041,3.77,51290618,3.77,51291218,3.77,,
TELEFONICA,LLAORB16916,17-0061-004,EGC SpA,Avenida José Miguel Infante 8765 Bodega 22-23,100,2031 / 3276,SI,UF,,,47307888,5.74,47308416,5.74,47309021,5.74,47309522,5.74,47310076,5.74,47899329,5.74,47899878,5.74,47900396,5.74,47900883,5.74,47901540,5.74,48840514,5.74,48841055,5.74,48841502,5.74,48842039,5.74,48842551,5.74,48843043,5.74,49557350,5.74,49557902,5.74,49558368,5.74,49558846,5.74,49559401,5.74,50402727,5.74,50403025,5.74,50403541,5.74,50404138,5.17,50991723,5.17,51148041,5.17,51290618,6.5,51291218,6.16,,
TELEFONICA,LLAORB16917,18-0127-012,YOLITO BALART HERMANOS LIMITADA,Barros Luco 3419 Lampa,100,2034,SI,UF,,,47307888,7.5,47308416,7.5,47309021,7.5,47309522,7.5,47310076,7.5,47899329,7.5,47899878,7.5,47900396,7.5,47900883,7.5,47901540,7.5,48840514,7.5,48841055,7.5,48841502,7.5,48842039,7.5,48842551,7.5,48843043,7.5,49557350,7.5,49557902,7.5,49558368,7.5,49558846,7.5,49559401,7.5,50402727,7.5,50403025,7.5,50403541,7.5,50404138,6.75,50991723,6.75,51148041,6.75,51290618,6.75,51291218,6.75,,
TELEFONICA,LLAORB16977,19-0324-011,BPO Advisors SpA,Del Valle 928,100,2052,NO,UF,,,47307888,5.84,47308416,5.84,47309021,5.84,47309522,5.84,47310076,5.84,47899329,5.84,47899878,5.84,47900396,5.84,47900883,-27.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB17128,15-0102-074,AGROCOMERCIAL CODIGUA SPA,Nataniel Cox 1935,50,2091,NO,UF,,,47307888,4.23,47308416,4.23,47309021,4.23,47309522,4.23,47310076,4.23,47899329,1.77,47899878,3,47900396,3,47900883,3,47901540,3,48840514,3,48841055,3,48841502,3,48842039,3,48842551,3,48843043,3,49557350,3,49557902,3,49558368,3,49558846,3,49559401,3,50402727,3,50403025,3,50403541,3,50404138,2.9,,,,,,,,,,
TELEFONICA,LLAORB16948,13-0012-154,Orbyta Nodo Modulo,Doctor Manuel Barros Borgoño 110,200,2032,SI,UF,,,47307888,8.85,47308416,8.85,47309021,8.85,47309522,8.85,47310076,8.85,47899329,8.85,47899878,8.85,47900396,8.85,47900883,8.85,47901540,8.85,48840514,8.85,48841055,8.85,48841502,8.85,48842039,8.85,48842551,8.85,48843043,8.85,49557350,8.85,49557902,8.85,49558368,8.85,49558846,8.85,49559401,8.85,50402727,8.85,50403025,8.85,50403541,8.85,50404138,7.97,50991723,7.97,51148041,7.97,51290618,7.97,51291218,7.97,,
TELEFONICA,LLAORB17184,19-0262-001,BENAVENTE LEON SpA,Paseo Ahumada 254 of 82,30,2105,SI,UF,,,47307888,3.89,47308416,3.89,47309021,3.89,47309522,3.89,47310076,3.89,47899329,3.89,47899878,3.89,47900396,3.89,47900883,3.89,47901540,3.89,48840514,3.89,48841055,3.89,48841502,3.89,48842039,3.89,48842551,3.89,48843043,3.89,49557350,3.89,49557902,3.89,49558368,3.89,49558846,3.89,49559401,3.89,50402727,3.89,50403025,3.89,50403541,3.89,50404138,3.5,50991723,3.5,51148041,3.5,51290618,3.5,51291218,3.5,,
TELEFONICA,LLAORB17280,20-0022-001,AIRNGURU S.A.,Chesterton 7666,100,2132,NO,UF,,,47307888,4.9,47308416,4.9,47309021,4.9,47309522,4.9,47310076,4.9,47899329,-0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB17283,18-0507-029,ADMINISTRADORA COLEGIOS PEDRO DE VALDIVIA SPA,Avenida Presidente Riesco 5661 of 401,100,2139,NO,UF,,,47307888,5.39,47308416,5.39,47309021,5.39,47309522,5.39,47310076,5.39,47899329,5.39,47899878,5.39,47900396,5.39,47900883,5.39,47901540,5.39,48840514,5.39,48841055,5.39,48841502,5.39,48842039,5.39,48842551,5.39,48843043,5.39,49557350,5.39,49557902,5.39,49558368,5.39,49558846,5.39,49559401,5.39,50402727,5.39,50403025,5.39,50403541,5.39,50404138,5.21,,,,,,,,,,
