OPERADOR,ID OPERADOR,ID SERVICIO ORBYTA,CLIENTE/USO,DIRECCION,"CAPACIDAD(mbps)",ORDEN DE COMPRA,ESTA VIGENTE,MONEDA,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,FACTURA,NETO,FACTURA,NETO,FACTURA,NETO,FACTURA,FACTURA,NETO
ENTEL,10000642870,13-0012-285,ORBYTA Sip Trunk,LA CONCEPCION 141 OF 101,,3017,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18671967,14.25,18731482,3.8,18794008,3.8,18839347,3.8,18919648,3.8,18996840,3.8,19047133,3.8,19137376,3.8,19162082,3.8,19223788,3.8,,
ENTEL,10000192126,12-0008-018,Holdtech,Lira 278,100,306,SI,UF,,,,4.6,17608094,4.6,"17663200",4.6,17714498,4.6,17768873,4.6,17823837,4.6,17879155,4.6,17953362,4.6,18008673,4.6,18047298,4.6,18123631,4.6,18183302,4.6,18226049,4.6,18283990,4.6,18346635,4.6,18403788,4.6,18465212,4.6,18543505,4.6,18630118,4.6,18671968,4.6,18731483,4.6,18794009,4.6,18839348,4.6,18919647,4.6,18996841,4.6,19047134,4.6,19137377,4.6,19162083,4.6,19223787,4.6,,
ENTEL,10000299842,13-0006-008,CONSTRUCTORA EXCON,Faena La Negra,10,739,SI,UF,,,,6.3,17608094,6.3,"17663200",6.3,17714498,6.3,17768873,6.3,17823837,6.3,17879155,6.3,17953362,6.3,18008673,6.3,18047298,6.3,18123631,6.3,18183302,6.3,18226049,6.3,18283990,6.3,18346635,6.3,18403788,6.3,18465212,6.3,18543505,6.3,18630118,6.3,18671968,6.3,18731483,6.2,18794009,6.3,18839348,6.3,18919647,6.3,18996841,6.3,19047134,6.3,19137377,6.3,19162083,6.3,19223787,6.3,,
ENTEL,10000300101,12-0019-085,FUENZALIDA PROPIEDADES SANTIAGO S.A.,Rosario Sur 201,10,754/2048,SI,UF,,,,3.35,17608094,3.35,"17663200",3.35,17714498,3.35,17768873,3.35,17823837,3.35,17879155,3.35,17953362,3.35,18008673,3.35,18047298,3.35,18123631,3.35,18183302,3.35,18226049,3.35,18283990,3.35,18346635,3.4,18403788,3.35,18465212,3.35,18543505,3.4,18630118,3.4,18671968,3.4,18731483,3.4,18794009,3.4,18839348,3.4,18919647,3.4,18996841,3.4,19047134,3.4,19137377,3.4,19162083,3.35,19223787,3.4,,
TELEFONICA,LLAORB18394,15-0085-037,Laboratorio LVN SPA,Avenida Central Cardenal Raul Silva Henriquez 8115,10,2419,NO,UF,,,47307888,2.75,47308416,2.75,47309021,2.75,47309522,0,47310076,0,47899329,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB18391,15-0085-039,Laboratorio LVN SPA,Los Molineros 1720,10,2406,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2.5,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
TELEFONICA,LLAORB18406,15-0085-033,Laboratorio LVN SPA,Avenida Cardenal Raul Silva Henriquez 7987,10,2412,NO,UF,,,47307888,2.8,47308416,2.8,47309021,2.8,47309522,0,47310076,0,47899329,2.8,47899878,2.8,47900396,2.8,47900883,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB18395,15-0085-027,Laboratorio LVN SPA,San Luis de Macul 6248,10,2399,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2.5,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
TELEFONICA,LLAORB18408,15-0085-032,Laboratorio LVN SPA,Lo Barnechea 840A,10,2411,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
TELEFONICA,LLAORB18482,13-0012-263,Orbyta Nodo Parque Oriente,ALONSO DE CORDOVA 5320,200,2448,NO,UF,,,47307888,9.33,47308416,9.33,47309021,9.33,47309522,9.33,47310076,9.33,47899329,9.33,47899878,9.33,47900396,9.33,47900883,9.33,47901540,9.33,48840514,9.33,48841055,9.33,48841502,9.33,48842039,9.33,48842551,9.33,48843043,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB18423,15-0085-029,Laboratorio LVN SPA,Domingo Santa Maria Altura 3305,10,2400,SI,UF,,,47307888,2.5,47308416,2.5,47309021,2.5,47309522,2.5,47310076,2.5,47899329,2.5,47899878,2.5,47900396,2.5,47900883,2.5,47901540,2.5,48840514,2.5,48841055,2.5,48841502,2.5,48842039,2.5,48842551,2.5,48843043,2.5,49557350,2.5,49557902,2.5,49558368,2.5,49558846,2.5,49559401,2.5,50402727,2.5,50403025,2.5,50403541,2.5,50404138,2.5,50991723,2.5,51148041,2.5,51290618,2.5,51291218,2.5,,
ENTEL,10000309159,12-0019-081,FUENZALIDA PROPIEDADES SANTIAGO S.A.,Av Irarrazaval 3601,10,842,SI,UF,,,,3.35,17608094,3.35,"17663200",3.35,17714498,3.35,17768873,3.35,17823837,3.35,17879155,3.35,17953362,3.35,18008673,3.35,18047298,3.35,18123631,3.35,18183302,3.35,18226049,3.35,18283990,3.35,18346635,3.4,18403788,3.35,18465212,3.35,18543505,3.4,18630118,3.4,18671968,3.4,18731483,3.4,18794009,3.4,18839348,3.4,18919647,3.4,18996841,3.4,19047134,3.4,19137377,3.4,19162083,3.35,19223787,3.4,,
ENTEL,10000311063,20-0213-001,SOCIEDAD DE CORRETAJES REINOSA SPA,Concistorial 2770,10,848,SI,UF,,,,2.72,17608094,2.72,"17663200",2.72,17714498,2.72,17768873,2.72,17823837,2.72,17879155,2.72,17953362,2.72,18008673,2.72,18047298,2.72,18123631,2.72,18183302,2.72,18226049,2.72,18283990,2.72,18346635,2.7,18403788,2.72,18465212,2.72,18543505,2.7,18630118,2.7,18671968,2.7,18731483,2.7,18794009,2.7,18839348,2.7,18919647,2.7,18996841,2.7,19047134,2.74,19137377,2.7,19162083,2.72,19223787,2.7,,
TELEFONICA,LLAORB18496,17-0098-023,Dell Oro y Munizaga Asesores Limitada,CARMENCITA 25 of 82,30,2453,En baja,UF,,,47307888,3.89,47308416,3.89,47309021,3.89,47309522,3.89,47310076,3.89,47899329,3.89,47899878,3.89,47900396,3.89,47900883,3.89,47901540,3.89,48840514,3.89,48841055,3.89,48841502,3.89,48842039,3.89,48842551,3.89,48843043,3.89,49557350,3.89,49557902,3.89,49558368,3.89,49558846,3.89,49559401,3.89,50402727,3.89,50403025,3.89,50403541,3.89,50404138,3.89,50991723,3.89,51148041,3.89,51290618,3.89,51291218,3.89,,
TELEFONICA,LLAORB18548,21-0132-003,SOCIEDAD SDC SPA,AVENIDA APOQUINDO 3038,10,2464,En baja,UF,,,47307888,2.7,47308416,2.7,47309021,2.7,47309522,2.7,47310076,2.7,47899329,2.7,47899878,2.7,47900396,2.7,47900883,2.7,47901540,2.7,48840514,2.7,48841055,2.7,48841502,2.7,48842039,2.7,48842551,2.7,48843043,2.7,49557350,2.7,49557902,2.7,49558368,2.7,49558846,2.7,49559401,2.7,50402727,2.7,50403025,2.7,50403541,2.7,50404138,2.7,50991723,2.7,51148041,2.7,51290618,-0.17,,,,
TELEFONICA,LLAORB18573,21-0182-001,TRANSPROMO IMPRESORES SPA,AVENIDA LO ESPEJO 3130,100,2481,SI,UF,,,47307888,4.5,47308416,4.5,47309021,4.5,47309522,3.3,47310076,4.5,47899329,4.5,47899878,4.5,47900396,4.5,47900883,4.5,47901540,4.5,48840514,4.5,48841055,4.5,48841502,4.5,48842039,4.5,48842551,4.5,48843043,4.5,49557350,4.5,49557902,4.5,49558368,4.5,49558846,4.5,49559401,4.5,50402727,4.5,50403025,4.5,50403541,4.5,50404138,4.5,50991723,4.5,51148041,4.5,51290618,4.5,51291218,4.5,,
TELEFONICA,LLAORB18622,21-0162-001,IMPORTADORA Y COMERCIALIZADORA STYLO SPA,,100,2479,NO,UF,,,,,47308416,12.37,47309021,4.93,47309522,0,47310076,4.93,47899329,4.93,47899878,4.93,47900396,4.93,47900883,4.93,47901540,4.93,48840514,4.93,48841055,4.93,48841502,-1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB18648,21-0043-001,SOLETANCHE BACHY CHILE,AVENIDA LOS CERRILLOS 980,300,2511,NO,UF,,,47307888,20.31,47308416,9.17,47309021,9.17,47309522,9.17,47310076,9.17,47899329,9.17,47899878,9.17,47900396,9.17,47900883,9.17,47901540,9.17,48840514,9.17,48841055,9.17,48841502,9.17,48842039,9.17,48842551,9.17,48843043,9.17,49557350,9.17,49557902,9.17,49558368,9.17,49558846,9.17,49559401,9.17,50402727,9.17,50403025,9.17,50403541,9.17,50404138,8.86,,,,,,,,,,
TELEFONICA,LLAORB18589,15-0085-053,Laboratorio LVN SPA,AVENIDA PRESIDENTE PRIETO 52,10,2454,SI,UF,,,47307888,2.75,47308416,2.75,47309021,2.75,47309522,0,47310076,2.75,47899329,2.75,47899878,2.75,47900396,2.75,47900883,2.75,47901540,2.75,48840514,2.75,48841055,2.75,48841502,2.75,48842039,2.75,48842551,2.75,48843043,2.75,49557350,2.75,49557902,2.75,49558368,2.75,49558846,2.75,49559401,2.75,50402727,2.75,50403025,2.75,50403541,2.75,50404138,2.75,50991723,2.75,51148041,2.75,51290618,2.75,51291218,2.75,,
TELEFONICA,LLAORB18695,18-0043-006,Teltonika de Chile SpA,Antonio Bellet 4444 of 1301,100,2535,SI,UF,,,,,47308416,10.01,47309021,5.39,47309522,5.39,47310076,5.39,47899329,5.39,47899878,5.39,47900396,5.39,47900883,5.39,47901540,5.39,48840514,5.39,48841055,5.39,48841502,5.39,48842039,5.39,48842551,5.39,48843043,5.39,49557350,5.39,49557902,5.39,49558368,5.39,49558846,5.39,49559401,5.39,50402727,5.39,50403025,5.39,50403541,5.39,50404138,5.39,50991723,5.39,51148041,5.39,51290618,5.39,51291218,5.39,,
TELEFONICA,LLAORB18876,21-0176-004,Inversiones Ipcom Chile Limitada,"-33.115282, -70.816196,  Penal de Punta Peuco Estero de Chacabuco",100,2494,NO,UF,,,,,,,,,,,,,47899329,23.03,47899878,11.5,47900396,-7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TELEFONICA,LLAORB18766,17-0214-024,Televisión Nacional de Chile,Av Grecia 860 P2,50,2552,SI,UF,,,,,47308416,11.75,47309021,7.29,47309522,7.29,47310076,7.29,47899329,7.29,47899878,7.29,47900396,7.29,47900883,7.29,47901540,7.29,48840514,7.29,48841055,7.29,48841502,7.29,48842039,7.29,48842551,7.29,48843043,7.29,49557350,7.29,49557902,7.29,49558368,7.29,49558846,7.29,49559401,7.29,50402727,7.29,50403025,7.29,50403541,7.29,50404138,7.29,50991723,7.29,51148041,7.29,51290618,7.29,51291218,7.29,,
TELEFONICA,LLAORB18884,19-0442-010,CFC CAPITAL S.A.,NAPOLEON 2898,200,2306 / 2549,SI,UF,,,47307888,6.91,47308416,6.91,47309021,6.91,47309522,13.68,47310076,6.91,47899329,6.91,47899878,6.91,47900396,6.91,47900883,6.91,47901540,6.91,48840514,6.91,48841055,6.91,48841502,6.91,48842039,6.91,48842551,6.91,48843043,6.91,49557350,6.91,49557902,6.91,49558368,6.91,49558846,6.91,49559401,6.91,50402727,6.91,50403025,6.91,50403541,6.91,50404138,6.22,50991723,6.22,51148041,6.22,51290618,6.22,51291218,6.22,,
TELEFONICA,LLAORB19569,23-0009-001,LOM EDICIONES LIMITADA,CONCHA Y TORO 29,100,2959,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48843043,8.73,49557350,4.93,49557902,4.93,49558368,4.93,49558846,4.93,49559401,4.93,50402727,4.93,50403025,4.93,50403541,4.93,50404138,4.93,50991723,4.93,51148041,4.93,51290618,4.93,51291218,4.93,,
UFINET,CLCLORB10060672C,,Orbyta,Entronque con NETLAND 1G,1000,2226,SI,UF,,,,,4564,7.5,4634,7.5,4741,6.88,4793,6.69,4875,6.49,4941,6.95,5027,6.55,5102,7.43,5181,7.06,5268,6.98,5352,7.32,5438,7.1,5523,7.1,5616,6.37,5709,5.9,5838,6.03,5940,5.99,6045,5.93,6165,5.9,6297,5.8,6423,6.2,6548,6.2,6679,6.6,6801,6.4,6941,6.2,7089,6.3,7197,6.7,7309,6.9,7419,6.9
TELEFONICA,LLXORB16721,18-0531-016,IT Consultants,Alfredo Barros Errázuriz 1953,20,1978,NO,UF,,,47307888,4.09,47308416,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STARLINK,01-ACC-1068952-59714-22 / KIT00223230,18-0127-035,YOLITO BALART HERMANOS LIMITADA,Av San Martin 6800,,ST 01,SI,CLP,,,,,,,,,,,11395,564874,12841,77815,16195,77815,19892,97731,23596,77815,28052,77815,34941,39496,43138,39496,53282,39496,66927,39496,83651,39496,106431,39496,123099,39496,145186,39496,168059,39496,194701,39496,223240,39496,251457,39496,328609,39496,360125,39496,393012,39496,429149,39496,465335,39496,506557,39496,547913,39496,,
STARLINK,01-ACC-1068952-59714-22 / KIT301415794,,IMA SPA,,,ST01 - 3254,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435423,378740,444114 - 465335,52826,506557,39496,547913,39496,,
STARLINK,01-ACC-1068952-59714-22 / KIT301415789,,IMA SPA,,,ST01 - 3254,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435423,378740,444147 - 465335,52826,506557,39496,547913,39496,,
STARLINK,01-ACC-1068952-59714-22 / KIT301415792,,IMA SPA,,,ST01 - 3254,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435423,378740,452706 - 465335,43644,506557,39496,547913,39496,,
STARLINK,01-ACC-1068952-59714-22 /KIT302686478,,,,,ST 01,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492785 - 536449,378887,547913,39496,,
STARLINK,02-ACC-1163753-92437-16 / KIT00266458,18-0127-036,YOLITO BALART HERMANOS LIMITADA,Barros Luco 3419 Lampa,,ST 02,SI,CLP,,,,,,,,,,,,,,,16667,564874,18204,77815,22004,77818,26178,77815,31261,77815,39367,39496,48847,39496,61202,39496,76253,39496,97329,39496,114414,39496,136276,39496,159655,39496,184450,39496,211599,39496,238544,39496,268411,39496,346868,39496,379543,39496,415282,39496,453485,39496,492721,39496,531671,39496,,
STARLINK,03-ACC-1163817-85522-14 / KIT00266451,18-0127-037,YOLITO BALART HERMANOS LIMITADA,"ANTILLANCA 510, QUILICURA",,ST 03,SI,CLP,,,,,,,,,,,,,,,16668,564874,18201,77815,22027,77815,26211,97731,31242,77815,39326,39496,48830,39496,61266,39496,76213,39496,97332,39496,114354,39496,141375,39496,159655,39496,184559,39496,211599,39496,238552,39496,268241,39496,347447,39496,379677,39496,415367,39496,449536,39496,488731,39496,532051,39496,574063,39496
STARLINK,04-ACC-1170292-90048-8 / KIT00266290,12-0001-044,IMPORTADORA DILACO S.A.,ANIBAL ZANARTU 2849,,ST 04,NO,CLP,,,,,,,,,,,,,,,17142,564874,18668,77815,22478,77815,26485,77815,31903,77815,40117,39496,49490,39496,62295,39496,77605,39496,97333,39496,115895,39496,141372,39496,160330,39496,185848,39496,213931,39496,241927,39496,349613,39496,349867,39496,382160,39496,417367,39496,453109,39496,,,,,,
STARLINK,04-ACC-1170292-90048-8 / KIT303238325,,IMA SpA,,,ST 04 - 3323,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545118,413564,558783,7330
STARLINK,04-ACC-1170292-90048-8 / KIT303238319,,IMA SpA,,,ST 04 - 3323,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545118,413564,558818,7273
STARLINK,04-ACC-1170292-90048-8 / KIT303238454,,IMA SpA,,,ST 04 - 3323,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552267,303480,558852,7216
STARLINK,04-ACC-1170292-90048-8 / KIT303238460,,IMA SpA,,,ST 04 - 3323,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552267,303480,558854,7216
STARLINK,05-ACC-1170312-49972-11 / KIT00266289,21-0188-001,FARMACEUTICA BIOFORMULA LIMITADA,SAN ISIDRO 825,,ST 05,SI,CLP,,,,,,,,,,,,,,,17143,564874,18553,77815,22392,97731,26705,97731,31816,97731,40172,48488,49469,48488,62135,48488,77280,48488,97335,48488,115814,48488,141373,48488,160580,48487,186126,48487,213672,48487,241782,48487,367059,48487,348948,48487,381696,48487,417885,48487,451910,48487,491992,48487,534582,48487,,
STARLINK,05-ACC-1170312-49972-11 / KIT301415873,,IMA SPA,Ancud,,ST 05 - 3244,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409702,378740,427107,17726,451910,39496,491992,39496,534582,39496,,
STARLINK,05-ACC-1170312-49972-11 / KIT301415860,,IMA SPA,Mejillones,,ST 05 - 3244,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409702,378740,439261,5439,451910,39496,491992,39496,534582,39496,,
STARLINK,06-ACC-1172821-79506-14 / KIT00266430,18-0127-038,YOLITO BALART HERMANOS LIMITADA,AVDA. LAS CONDES 7090,,ST 06,SI,CLP,,,,,,,,,,,,,,,17320,564874,18998,77815,22834,77815,27160,77815,32774,77815,40943,39496,50473,39496,63605,39496,79291,39496,98222,39496,118659,39496,140587,39496,163800,39496,190139,39496,218988,39496,246616,39496,323140,39496,353696,39496,387762,39496,434602,39496,458128,39496,499498,39496,538816,39496,,
STARLINK,06-ACC-1172821-79506-14 / KIT,,,,,ST 06,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208052 - 516976,391517,538816,39496,,
STARLINK,07-ACC-1172829-86606-21 / KIT00266431,17-0296-017,H A M Carnicos Ltda,SAN BORJA 1045 - ESTACIÓN CENTRAL,,ST 07,SI,CLP,,,,,,,,,,,,,,,17321,564874,18995,77815,22847,77815,27140,77815,32817,77815,40942,39496,50486,39496,63729,39496,79258,39496,98228,39496,118508,39496,140622,39496,163819,39496,190534,39496,218804,39496,246617,39496,322765,39496,353536,39496,387202,39496,441796,39496,462840,39496,499417,39496,555834,39496,,
STARLINK,08-ACC-1172837-99023-17 / KIT00266432,21-0176-028,Inversiones Ipcom Chile Limitada,"DAVID ARELLANO 1949, Independencia",,ST 08,SI,CLP,,,,,,,,,,,,,,,17322,564874,18992,77815,22814,77815,27157,77815,32791,77815,40895,39496,50520,39496,63611,39496,79319,39496,98229,39496,118458,39496,140878,39496,164090,39496,190322,39496,218744,39496,246619,39496,322659,39496,357980,39496,387342,39496,462719,39496,462720,39496,499520,39496,555826,39496,,
GTD,EnMPLSFO_010403307,17-0214-029,TVN,"AVENIDA ANDRES BELLO 2325 11,PROVIDENCIA,SANTIAGO",,2968,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319382,3,1324731,7.28,1327012,3.7,1332141,3.7,1335341,3.7,1342754,3.7,1346829,3.7,1351750,3.7,1357190,3.7,1362260,3.7,14656417,3.7,1372608,3.7
GTD,ID 3239114,13-0006-055,CONSTRUCTORA EXCON S.A,"AVENIDA DEL CONDOR 550 1,HUECHURABA,SANTIAGO",,2791,SI,UF,,,,,,,,,,,,,,,,,,,,,,,1276477,19.6,1276648,13.5,1284212,13.5,1289511,13.5,1293129,13.5,1300736,13.5,1305945,13.5,1308851,13.5,1314227,13.5,1321694,13.5,1327012,13.5,1332141,13.5,1335341,13.5,1342754,13.5,1346829,13.5,1351750,13.5,1357190,13.5,1362260,13.5,14656417,13.5,1372608,13.5
UFINET,CLCLORB10073448C,19-0324-032,BPO Advisors SpA,Av del Valle 928,100,2348,SI,UF,,,,,4564,6,4634,6,4741,6,4793,6,4875,6,4941,6,5027,6,5102,6.01,5181,6,5268,6,5352,6,5438,6,5523,6,5616,6,5709,6,5838,6,5940,6,6045,6,6165,6,6297,6,6423,6,6548,6,6679,6,6801,6,6941,6,7089,6,7197,6,7309,6,7419,6
UFINET,CLCLORB10082547C,,Orbyta,Enlace DC Orbyta a DC Edgeconnex,1000,Correo Efrain,NO,UF,,,,,4564,12,4634,12,4741,12,4793,12,4875,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTD,EnMPLSFO_010350113,21-0233-001,Gold Telecom INC,"AVENIDA DEL PARQUE ORIENTE 1307 8,PUDAHUEL,SANTIAGO",30,2699,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1324731,11.54,1327012,4.9,1332141,4.9,1335341,4.9,1342754,4.9,1346829,4.9,1351750,4.9,1357190,4.9,1362260,4.9,14656417,4.9,1372608,4.9
GTD,EnMPLSFO_010371453,21-0233-022,Gold Telecom,"AVENIDA DEL VALLE NORTE 932 7,HUECHURABA,SANTIAGO",,2858,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292848,11.93,1293129,6.1,1300736,6.1,1305945,6.1,1308851,6.1,1314227,6.1,1321694,6.1,1327012,6.1,1332141,6.1,1335341,6.1,1342754,6.1,1346829,6.1,1351750,6.1,1357190,6.1,1362260,6.1,14656417,6.1,1372608,3.1
STARLINK,08-ACC-1172837-99023-17 / KIT302916141,,IMA SPA,,,ST 08 - 3292,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483294 - 499519,381510,499520,39496,555826,39496,,
STARLINK,08-ACC-1172837-99023-17 / KIT302916135,,IMA SPA,,,ST 08 - 3292,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483294-486320,381456,499520,39496,555826,39496,,
STARLINK,08-ACC-1172837-99023-17 / KIT302916147,,IMA SPA,,,ST 08 - 3292,SI,CLP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"483294-486459",381350,499520,39496,555826,39496,,
STARLINK,09-ACC-1316158-52041-2 / KIT300230455,20-0145-001,CEMENTERIO METROPOLITANO,"AV. PRESIDENTE JOSé JOAQUíN PRIETO VIAL 8152, Lo Espejo",,ST 09,SI,CLP,,,,,,,,,,,,,,,,,,,24993,564874,27019,77815,32569,77815,31128,34824,,,,,78823,39496,97339,39496,117606,39496,140390,39496,162990,39496,189167,39496,217141,39496,246614,39496,321629,39496,352901,39496,385860,39496,421316,39496,508123,39496,508124,39496,537331,39496,,
UFINET,CLCLORB10085097C,,Orbyta,Capacidad Ethernet 100Mbps-DC Orbyta-cliente,,2553,SI,UF,,,,,,,,,,,,,,,,,,,,,5181,13.91,5268,8.29,5352,8.29,5438,8.3,5523,8.3,5616,8.3,5709,8.29,5838,8.29,5940,8.29,6045,8.29,6165,8,6297,8.3,6423,8.3,6548,8.3,6679,8.3,6801,8.3,6941,8.3,7089,8.3,7197,8.29,7309,8.29,7419,8.29
UFINET,CLCLORB10087325C,,Orbyta,Entre DC Orbyta y DC Ufinet,10000,2585,SI,UF,,,,,,,,,,,4793,44.07,4875,26.5,4941,26.5,5027,26.5,5102,26.53,5181,26.52,5268,26.5,5352,26.5,5438,26.5,5523,26.5,5616,26.5,5709,26.5,5838,26.5,5940,26.5,6045,26.5,6165,27,6297,26.5,6423,26.5,6548,26.5,6679,26.5,6801,26.5,6941,26.5,7089,26.5,7197,26.5,7309,26.5,7419,26.5
NETLINE AIR SPA,NAIR-761993798,13-0006-052,CONSTRUCTORA EXCON S.A,"Cañada del Carmen parcela 7, Lampa ",20,2805,SI,UF,,,,,,,,,,,,,,,,,,,,,25364,12.6,25890,5,26635,5,27037,5,28208,5,28971,5,29741,5,30521,5,31364,5,32159,5,33031,5,33897,5,34425,5,35305,5,36467,5,37397,5,38264,5,39133,5,40023,5,41267,5,41861,5
GTD,RedPriv_Enlace_010403308,23-0007-001,MERSEN CHILE LIMITADA,"AVENIDA EINSTEIN 781,RECOLETA,SANTIAGO",,2976,SI,UF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1308608,12.5,1308851,6.1,1314227,6.1,1321694,6.1,1327012,6.1,1332141,6.1,1335341,6.1,1342754,6.1,1346829,6.1,1351750,6.1,1357190,6.1,1362260,6.1,14656417,6.1,1372608,3.1
GTD,EnMPLSFO_010309731,12-0004-192,AGROCOMMERCE S.A.,"AVENIDA JOSE MIGUEL INFANTE 8745,RENCA,SANTIAGO",200,2524,SI,UF,,,,,1229148,13.66,1231821,8.2,1237191,8.2,1242187,8.2,1244514,8.2,1252333,8.2,1257702,8.2,1262808,8.2,1265594,8.2,1270606,8.2,1276648,8.2,1284212,8.2,1289511,8.2,1293129,8.2,1300736,8.2,1305945,8.2,1308851,8.2,1314227,8.2,1321694,8.2,1327012,8.2,1332141,8.2,1335341,8.2,1342754,8.2,1346829,8.2,1351750,8.2,1357190,8.2,1362260,8.2,14656417,8.2,1372608,8.2
Grupo ZGH,KVM-04-4G,,Orbyta Uso Interno Transito Ip,La Concepción 141,,,SI,$,,,,,,,,,,,,,,,,,,,,,14393,36000,14394,36000,14934,36000,15424,36000,15896,36000,16409,36000,17057,36000,17247,36000,17847,36000,18273,36000,18785,36000,19264,36000,19729,36000,20225,36000,20685,36000,21145,36000,21650,36000,22108,36000,22648,36000,23138,36000,23642,36000
